step,solve_rate,response_length,reward,kl_div,timing_s/agent_loop/slowest/num_preempted,val-aux/num_turns/min,_timestamp,timing_s/adv,actor/grad_norm,timing_s/stop_profile,response_length_non_aborted/max,critic/advantages/mean,response_length/clip_ratio,actor/lr,critic/returns/min,perf/total_num_tokens,timing_s/agent_loop/tool_calls/min,global_seqlen/mean,timing_s/values,critic/returns/mean,timing_s/agent_loop/generate_sequences/mean,perf/time_per_step,timing_s/ref,timing_s/testing,perf/mfu/actor_infer,timing_s/agent_loop/num_preempted/mean,critic/rewards/max,timing_s/agent_loop/generate_sequences/max,critic/values/min,val-aux/num_turns/mean,timing_s/agent_loop/slowest/response_length,critic/returns/max,num_turns/max,prompt_length/clip_ratio,perf/max_memory_reserved_gb,response_length_non_aborted/min,response_length_non_aborted/mean,timing_per_token_ms/update_critic,_step,actor/reward_kl_penalty,perf/throughput,num_turns/mean,timing_s/update_actor,timing_per_token_ms/update_actor,timing_s/update_critic,timing_s/agent_loop/num_preempted/max,actor/pg_loss,num_turns/min,global_seqlen/balanced_max,training/epoch,response_length/min,timing_s/step,timing_s/start_profile,perf/max_memory_allocated_gb,critic/lr,timing_s/agent_loop/slowest/tool_calls,response_length_non_aborted/clip_ratio,timing_per_token_ms/gen,response_length/max,global_seqlen/minmax_diff,actor/entropy,response/aborted_ratio,global_seqlen/max,critic/advantages/min,timing_s/agent_loop/slowest/prompt_length,critic/score/min,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/tool_calls/mean,actor/pg_clipfrac,critic/values/max,timing_s/agent_loop/tool_calls/max,actor/ppo_kl,critic/vf_loss,critic/vpred_mean,critic/rewards/min,perf/cpu_memory_used_gb,timing_per_token_ms/values,timing_s/old_log_prob,prompt_length/mean,timing_per_token_ms/ref,prompt_length/max,critic/grad_norm,timing_s/reward,critic/values/mean,actor/reward_kl_penalty_coeff,timing_s/agent_loop/num_preempted/min,_runtime,global_seqlen/balanced_min,global_seqlen/min,timing_s/agent_loop/slowest/generate_sequences,val-aux/num_turns/max,perf/mfu/critic,timing_per_token_ms/adv,critic/score/max,critic/vf_explained_var,val-aux/openai/gsm8k/reward/mean@1,timing_s/save_checkpoint,perf/mfu/actor,prompt_length/min,timing_s/gen,timing_s/update_weights,critic/vf_clipfrac,critic/rewards/mean,actor/pg_clipfrac_lower,critic/advantages/max
173,,5.1171875,0.09765625,0.0,-1.0,,1774989670.8233774,0.0367166569922119,30.536630630493164,4.610000178217888e-05,9.0,1.8199891593795314e-09,0.0,1e-06,-0.0288765430450439,27279.0,0.0,13639.5,2.1989205490099266,0.0894631743431091,0.1870367264677952,32.31545497500338,3.25770081509836,,0.0,-1.0,0.9985913038253784,0.24699030991178,-0.057861328125,,8.0,0.9999774694442748,2.0,0.0,23.9453125,2.0,5.1171875,0.2924587172528293,173.0,1.3813247680664062,422.07358709788906,2.0,11.357217156910338,0.4163355385795058,7.977981347939931,-1.0,-0.0118544893339276,2.0,13640.0,5.0,2.0,32.31545497500338,3.56440432369709e-05,18.392276287078857,1e-05,0.0,0.0,0.6124086054184168,9.0,215.0,0.1705547720193863,0.0,13747.0,-0.911480188369751,118.0,0.0,0.0581410459708422,0.0,0.0203489456907846,0.306640625,0.0,-0.0001183627719001,0.1628370366088347,0.0499849990956136,-0.0288765300065279,53.91682052612305,0.0806085468312594,3.850942805991508,101.44140625,0.1194215629274665,222.0,8.53651425242424,9.595067240297794e-06,0.0791015625,0.001,-1.0,513.138391133,13639.0,13532.0,0.24699030991178,,0.0,0.0013459678504421,1.0,0.0860180258750915,,,0.0,65.0,0.802255273098126,2.768019320094026,0.0,0.0907397419214248,0.0,3.5473849773406982
174,,5.2890625,0.07421875,0.0,-1.0,,1774989703.1302314,0.0360890460433438,31.24255919456482,4.4647022150456905e-05,9.0,3.046264041017821e-08,0.0,1e-06,-0.0360645949840545,27722.0,0.0,13861.0,2.2011783020570874,0.0652393773198127,0.197996863321805,32.301307952962816,3.267086409032345,,0.0,-1.0,0.9990462064743042,0.26867810706608,0.1611328125,,9.0,1.0012478828430176,2.0,0.0,23.9453125,4.0,5.2890625,0.2879421191825392,174.0,1.4650884866714478,429.1157503647962,2.0,11.4261660160264,0.412169613160176,7.982331427978352,-1.0,0.0182022919761948,2.0,13861.0,5.0,4.0,32.301307952962816,3.185798414051533e-05,18.392276287078857,1e-05,0.0,0.0,0.5770977444642745,9.0,144.0,0.1912038475275039,0.0,13933.0,-0.9272882342338562,90.0,0.0,0.0704351839376613,0.0,0.0205463704187423,0.44140625,0.0,0.0058369035323266,0.2258071650285273,0.2830407419241965,-0.0360645949840545,53.94877624511719,0.0794018578045266,3.784338893950917,103.0,0.1178517570533275,175.0,40.69319200515747,9.584939107298853e-06,0.267578125,0.001,-1.0,559.137430436,13861.0,13789.0,0.26867810706608,,0.0,0.0013018197115411,1.0,0.0336728692054748,,,0.0,66.0,0.7813903460046276,2.771638299105689,0.0,0.0666520521044731,0.0,4.017798900604248
175,0.0667172100075815,5.2578125,0.11328125,0.0,-1.0,2.0,1774989749.1292028,0.037671742029488,32.68778657913208,9.580503683537243e-05,10.0,3.1175087400470154e-08,0.0,1e-06,-0.0290963184088468,27719.0,0.0,13859.5,2.308582911035046,0.0941070243716239,0.1643797204033035,43.64361800800543,3.249054384068586,2.004092466086149,0.0,-1.0,0.9980571269989014,0.2322836060775444,-0.109375,2.0,7.0,0.9999793767929076,2.0,0.0,23.9453125,4.0,5.2578125,0.2889599951269104,175.0,1.3809486627578735,317.5607484571464,2.0,11.371314747957513,0.4102353890096148,8.009682104922831,-1.0,0.0024960497394204,2.0,13860.0,6.0,4.0,43.64361800800543,0.0002703589852899,18.392276287078857,1e-05,0.0,0.0,0.6250523647949388,10.0,171.0,0.1731563955545425,0.0,13945.0,-0.8825452327728271,108.0,0.0,0.0601573180174455,0.0,0.0137472504284232,0.34375,0.0,0.001921234645124,0.1834166551561793,0.0147885963815497,-0.029096320271492,53.96706008911133,0.0832852163149841,3.8185784550150856,103.01953125,0.1172139826136796,180.0,15.09523805975914,3.735697828233242e-05,0.042236328125,0.001,-1.0,591.183383395,13859.0,13774.0,0.2322836060775444,2.0,0.0,0.0013590584808069,1.0,0.0867515802383422,0.0667172100075815,11.24504035897553,0.0,63.0,0.8413204830139875,2.696298887953162,0.0,0.106091983616352,0.0,3.434855461120605
176,,5.21484375,0.0859375,0.0,-1.0,,1774989781.175145,0.0320926469285041,35.43148231506348,6.845290772616863e-05,32.0,-6.679292141598125e-08,0.0,1e-06,-0.0281446874141693,27666.0,0.0,13833.0,2.201178919989616,0.0763162970542907,0.1791661414208647,32.03597136004828,3.3007390489801764,,0.0,-1.0,0.998297154903412,0.2292670069728046,0.08447265625,,7.0,0.9999598264694214,2.0,0.0,23.9453125,4.0,5.21484375,0.2876623008362297,176.0,1.317261815071106,431.795866107278,2.0,11.311663474072702,0.4088651584642775,7.958465214935131,-1.0,0.0201835589250549,2.0,13833.0,6.0,4.0,32.03597136004828,3.1989067792892456e-05,18.392276287078857,1e-05,0.0,0.0,0.589923681656408,32.0,2.0,0.2044020593166351,0.0,13834.0,-1.3391820192337036,105.0,0.0,0.059279748937115,0.0,0.0259058817173354,0.53515625,0.0,0.0055493489344371,0.2034885316388681,0.2557795532047748,-0.0281446706503629,54.187137603759766,0.0795626010261554,3.7996286400593817,102.85546875,0.1193066959076186,199.0,33.78961896896362,1.5654019080102444e-05,0.2392578125,0.001,-1.0,623.318408342,13833.0,13832.0,0.2292670069728046,,0.0,0.0011600031420698,1.0,0.0566169619560241,,,0.0,68.0,0.7875481150113046,2.591123424936086,0.0,0.0791892856359481,0.0,3.880843162536621
177,,5.28515625,0.1484375,0.0,-1.0,,1774989813.3103592,0.0377532340353354,22.77471327781677,4.612002521753311e-05,8.0,-1.3392321918104244e-08,0.0,1e-06,-0.0266117453575134,27769.0,0.0,13884.5,2.202068643993698,0.1375628411769867,0.190391432630804,32.12290612398647,3.224321551970206,,0.0,-1.0,0.9979339241981506,0.2257872989866882,-0.134765625,,8.0,0.9999749660491944,2.0,0.0,23.9453125,3.0,5.28515625,0.2870591756631133,177.0,1.3251023292541504,432.2305069911566,2.0,11.379841018933805,0.409803774674414,7.9713462489889935,-1.0,0.0040487101505277,2.0,13885.0,6.0,3.0,32.12290612398647,3.4041935577988625e-05,18.392276287078857,1e-05,0.0,0.0,0.5644490406831282,8.0,461.0,0.2009978890419006,0.0,14115.0,-1.185591697692871,73.0,0.0,0.0797037120210006,0.0,0.0139428956899791,0.486328125,0.0,0.0046959934752521,0.26343721584999,-0.0040496376041119,-0.0266117416322231,54.22498321533203,0.079299529835201,3.812494342913851,103.1875,0.1161122673474092,216.0,26.897668838500977,1.502293162047863e-05,0.0185546875,0.001,-1.0,655.624803385,13884.0,13654.0,0.2257872989866882,,0.0,0.0013595460418212,1.0,0.1052529215812683,,,0.0,71.0,0.7636995520442724,2.678119500982575,0.0,0.141525849699974,0.0,2.976310968399048
178,,5.42578125,0.13671875,0.0,-1.0,,1774989845.616765,0.0367143020266667,26.554309368133545,4.587997682392597e-05,34.0,-1.493334522706391e-08,0.0,1e-06,-0.0265296101570129,28363.0,0.0,14181.5,2.2000858320388943,0.1238764226436615,0.1898081313838702,32.29730354202911,3.265808491036296,,0.0,-1.0,0.99855375289917,0.255226717912592,0.05078125,,34.0,0.9999803900718688,2.0,0.0,23.9453125,4.0,5.42578125,0.2812270751673213,178.0,1.2985448837280271,439.0923837200631,2.0,11.361605971003884,0.4005784286219329,7.976443532970734,-1.0,-0.0276173829915933,2.0,14182.0,6.0,4.0,32.29730354202911,3.175798337906599e-05,18.392276287078857,1e-05,0.0,0.0,0.5692607069272706,34.0,361.0,0.2248988151550293,0.0,14362.0,-1.4469234943389893,97.0,0.0,0.1112552690319716,0.0,0.0198664017370902,0.6953125,0.0,0.0032774767241789,0.2439095585141331,0.2361280275508761,-0.0265296529978513,54.21475982666016,0.0775688690208685,3.8090571289649233,105.3671875,0.1151432673213798,189.0,20.67386214435101,9.804032742977142e-06,0.216796875,0.001,-1.0,688.093352572,14181.0,14001.0,0.255226717912592,,0.0,0.0012944435365323,1.0,0.0878055691719055,,,0.0,67.0,0.7907031219219789,2.804126405040733,0.0,0.1299298405647277,0.0,3.007344484329224
179,,5.34765625,0.1328125,0.0,-1.0,,1774989878.0851932,0.0391690960386768,25.657702922821045,4.615995567291975e-05,10.0,1.0449316967253708e-08,0.0,1e-06,-0.0360417366027832,27593.0,0.0,13796.5,2.212246939074248,0.1205165907740593,0.198666612314355,32.45002256392036,3.320581219973974,,0.0,-1.0,0.998773455619812,0.2699936480494216,-0.044677734375,,6.0,0.9999929070472716,2.0,0.0,23.9453125,3.0,5.34765625,0.2911000048186948,179.0,1.336828112602234,425.1614917315859,2.0,11.37178084696643,0.4121255697809745,8.032322432962246,-1.0,-0.0130034144967794,2.0,13806.0,6.0,3.0,32.45002256392036,4.138203803449869e-05,18.392276287078857,1e-05,0.0,0.0,0.6165916377024071,10.0,285.0,0.1718479096889495,0.0,13939.0,-1.2235852479934692,93.0,0.0,0.0600613600108772,0.0,0.0109247372602112,0.7421875,0.0,-0.0049572031239222,0.1986829982197377,0.0959683080873219,-0.0360417366027832,54.23183441162109,0.0801742086425632,3.7880038240691647,102.4375,0.1203414351456519,232.0,13.265734553337095,1.0606017895042896e-05,0.1318359375,0.001,-1.0,736.37881054,13787.0,13654.0,0.2699936480494216,,0.0,0.0014195301720971,1.0,0.1886375546455383,,,0.0,72.0,0.8441139520145953,2.7954007539665326,0.0,0.1257881224155426,0.0007267441833391,3.177778005599976
180,0.0742987111448066,5.3359375,0.09375,0.0,-1.0,2.0,1774989926.370761,0.0341994559857994,32.390296459198,5.4912990890443325e-05,9.0,-3.036956996993467e-08,0.0,1e-06,-0.024871539324522,28282.0,0.0,14141.0,2.2477354439906776,0.0806455016136169,0.1962407574419558,45.407110673957504,3.233011157019064,2.872934015933424,0.0,-1.0,0.9987030029296876,0.2415042559150606,-0.328125,2.0,7.0,0.999987244606018,2.0,0.0,23.9453125,4.0,5.3359375,0.2825224333502746,180.0,1.2678898572921753,311.42699436523134,2.0,11.387354489066638,0.4026361109209617,7.990299460012466,-1.0,0.0383667638525366,2.0,14141.0,6.0,4.0,45.407110673957504,3.2760086469352245e-05,18.392276287078857,1e-05,0.0,0.0,0.6023956193264143,9.0,338.0,0.1935047060251236,0.0,14310.0,-2.074368476867676,100.0,0.0,0.0677510490640997,0.0,0.0228388893883675,0.427734375,0.0,-0.0001402797061018,0.1869739633402787,0.0987101051432546,-0.0248715374618768,54.23227310180664,0.0794758307047124,3.8501350990263754,105.140625,0.1143133850865944,201.0,28.171898365020752,1.2048054486513138e-05,-0.06201171875,0.001,-1.0,768.555259889,14141.0,13972.0,0.2415042559150606,2.0,0.0,0.0012092304641043,1.0,0.1097455024719238,0.0742987111448066,12.74151653505396,0.0,62.0,0.8228724159998819,3.049883041996509,0.0,0.0870369523763656,0.0015325957210734,4.09131383895874
181,,5.51953125,0.08984375,0.0,-1.0,,1774989958.5457566,0.0386047289939597,29.68512296676636,4.355597775429487e-05,26.0,-2.8347006519879873e-08,0.0,1e-06,-0.0276634246110916,27915.0,0.0,13957.5,2.198444584966637,0.0935601592063903,0.188729496023825,32.16984606801998,3.2199604030465707,,0.0,-1.0,0.9985140562057496,0.2353684869594872,-0.193359375,,9.0,1.0002840757369995,2.0,0.0,23.9453125,4.0,5.51953125,0.2853515182196234,181.0,1.2879104614257812,433.8690328355392,2.0,11.326177550945433,0.405738045887352,7.965587631100789,-1.0,0.0588885118486359,2.0,13958.0,6.0,4.0,32.16984606801998,2.177304122596979e-05,18.392276287078857,1e-05,0.0,0.0,0.5449838202245011,26.0,535.0,0.2659165263175964,0.0,14225.0,-4.234625816345215,84.0,0.0,0.065166572923772,0.0,0.0278807113645598,1.375,0.0,0.0061431378271663,0.201077981851995,0.0359492365751066,-0.0276634227484464,53.38541030883789,0.0787549555782424,3.8348385780118406,103.5234375,0.1153487516763951,175.0,20.17494511604309,9.685056284070017e-06,0.181640625,0.001,-1.0,800.658585123,13957.0,13690.0,0.2353684869594872,,0.0,0.0013829385274569,1.0,-0.0442935228347778,,,0.0,70.0,0.7700621379772201,2.7613531730603427,0.0,0.0830390304327011,0.0021328362054191,3.518333911895752
182,,5.3125,0.140625,0.0,-1.0,,1774989990.6503258,0.0336961130378767,37.70314407348633,6.460701115429401e-05,9.0,-9.116004839881953e-09,0.0,1e-06,-0.0295519828796386,27741.0,0.0,13870.5,2.2024611780652776,0.1261429041624069,0.1852031279709081,32.079555414034985,3.283087710035033,,0.0,-1.0,0.9987380504608154,0.2376336680026725,-0.068359375,,8.0,1.0000357627868652,2.0,0.0,23.9453125,4.0,5.3125,0.2877186408910606,182.0,1.2624518871307373,432.3781866980481,2.0,11.355410222895443,0.4093367298545634,7.981602816958912,-1.0,0.0111969722493086,2.0,13871.0,6.0,4.0,32.079555414034985,7.672596257179976e-05,18.392276287078857,1e-05,0.0,0.0,0.555653236070237,9.0,599.0,0.1998622417449951,0.0,14170.0,-2.334715843200684,98.0,0.0,0.0491020890185609,0.0,0.0133137356024235,1.0546875,0.0,0.0039014354642858,0.2299822439090348,0.1193833964644,-0.0295519568026065,53.3746223449707,0.0793937196952264,3.807372373063117,103.05078125,0.1183478501148132,217.0,14.954497575759888,1.0124989785254002e-05,0.1650390625,0.001,-1.0,832.825295902,13870.0,13571.0,0.2376336680026725,,0.0,0.0012146682901797,1.0,0.055346667766571,,,0.0,64.0,0.7556884010555223,2.6159382009645924,0.0,0.1340344995260238,0.0006510416860692,3.15799880027771
183,,5.36328125,0.10546875,0.0,-1.0,,1774990022.8159878,0.0358295529149472,36.60975027084351,4.462804645299912e-05,12.0,-5.9040289102085814e-08,0.0,1e-06,-0.0302864611148834,27549.0,0.0,13774.5,2.197887408081442,0.0935467779636383,0.1701875798898982,32.15932303201407,3.2738332329317927,,0.0,-1.0,0.9989805221557616,0.2174677909351885,-0.2451171875,,8.0,0.9999849796295166,2.0,0.0,23.9453125,4.0,5.36328125,0.2895776990453502,183.0,1.4213221073150637,428.3205833122704,2.0,11.349877433967777,0.4119887267765718,7.977576031000353,-1.0,0.0319873998523689,2.0,13775.0,6.0,4.0,32.15932303201407,8.480891119688749e-05,18.392276287078857,1e-05,0.0,0.0,0.5848818972946918,12.0,491.0,0.2006110697984695,0.0,14020.0,-2.296616315841675,119.0,0.0,0.0496447950135916,0.0,0.0213424075627699,0.5078125,0.0,0.0056576999912749,0.1980588299775263,0.0597208259277977,-0.0302864629775285,53.44740676879883,0.0797810231979905,3.781732295057736,102.25,0.1188367357411083,191.0,20.94889807701111,9.445007890462875e-06,-0.06591796875,0.001,-1.0,865.121361838,13774.0,13529.0,0.2174677909351885,,0.0,0.0013005754442973,1.0,0.0758159160614013,,,0.0,65.0,0.8030428449856117,2.6828612679382786,0.0,0.0980033576488494,0.0007440476329065,3.4898900985717773
184,,5.40234375,0.08984375,0.0,-1.0,,1774990055.1133156,0.0467282519675791,40.13886451721192,4.472804721444845e-05,10.0,-5.516554324458411e-09,0.0,1e-06,-0.0288548991084098,27399.0,0.0,13699.5,2.2325640509370714,0.0828152596950531,0.1893720812245192,32.28839644102845,3.2628410659963265,,0.0,-1.0,1.0016567707061768,0.2460698219947517,-0.09130859375,,8.0,1.003426194190979,2.0,0.0,23.9453125,4.0,5.40234375,0.2924042877118543,184.0,1.2421540021896362,424.2855486806468,2.0,11.377525261952542,0.415253303476497,8.011585079017095,-1.0,0.0107679947977885,2.0,13700.0,6.0,4.0,32.28839644102845,8.697202429175377e-05,18.392276287078857,1e-05,0.0,0.0,0.5796714865993803,10.0,129.0,0.1870179623365402,0.0,13764.0,-1.2679423093795776,109.0,0.0,0.0410339320078492,0.0,0.0166135923354886,0.56640625,0.0,-0.0012061133966199,0.168839037498401,-0.0086907264485489,-0.0288548823446035,53.48880386352539,0.0814834136624355,3.8088028439087793,101.625,0.1190861369391702,186.0,19.855929613113403,9.604031220078468e-06,0.10791015625,0.001,-1.0,911.72082417,13699.0,13635.0,0.2460698219947517,,0.0,0.0017054728992875,1.0,0.1195141673088073,,,0.0,64.0,0.8016856659669429,2.70168678695336,0.0,0.0833144262433052,0.0006249999860301,3.716866254806519
185,0.0667172100075815,5.39453125,0.08203125,0.0,-1.0,2.0,1774990101.712662,0.0352448950288817,28.19205474853516,7.285003084689379e-05,10.0,-2.140760635427341e-08,0.0,1e-06,-0.02738768607378,27928.0,0.0,13964.0,2.20974534295965,0.0715780481696128,0.1875725249528841,44.15962424792815,3.2756770009873435,2.43352468800731,0.0,-1.0,0.9976775050163268,0.2313141269842162,0.0006370544433593,2.0,10.0,0.9999947547912598,2.0,0.0,23.9453125,4.0,5.39453125,0.2858589935186899,185.0,1.218944072723389,316.2164587633499,2.0,11.392687559011392,0.4079306630983741,7.983469970989972,-1.0,-0.0238606086932122,2.0,13964.0,6.0,4.0,44.15962424792815,2.855400089174509e-05,18.392276287078857,1e-05,0.0,0.0,0.5741721781369927,10.0,256.0,0.1843412816524505,0.0,14092.0,-1.385643482208252,76.0,0.0,0.1082274820655584,0.0,0.0212614294723607,0.39453125,0.0,0.0038319834275171,0.1398992719623493,0.0803470711689442,-0.0273876842111349,53.4931526184082,0.0791229355113022,3.79085451294668,103.69921875,0.1172900673513085,184.0,8.747020989656448,1.0717078112065792e-05,0.1123046875,0.001,-1.0,944.049386396,13964.0,13836.0,0.2313141269842162,2.0,0.0,0.0012619913717015,1.0,0.0606700181961059,0.0667172100075815,11.743040055036545,0.0,64.0,0.792931778007187,2.891723764012568,0.0,0.0756202116608619,0.0,3.898637771606445
186,,5.37109375,0.09375,0.0,-1.0,,1774990134.0413356,0.0358650570269674,33.45925807952881,4.462804645299912e-05,9.0,0.0,0.0,1e-06,-0.0230532027781009,27529.0,0.0,13764.5,2.259339738986455,0.079800933599472,0.1444410061362759,32.322136781062,3.2148095089942217,,0.0,-1.0,0.999165177345276,0.2174436759669333,-0.255859375,,8.0,1.000752329826355,2.0,0.0,23.9453125,4.0,5.37109375,0.288804449050055,186.0,1.2147281169891355,425.85365235088096,2.0,11.365425259107724,0.4128528191764221,7.950497677898966,-1.0,-0.0153243518725503,2.0,13765.0,6.0,4.0,32.322136781062,2.8503010980784893e-05,18.392276287078857,1e-05,0.0,0.0,0.7124315956607461,9.0,447.0,0.1659160405397415,0.0,13988.0,-1.6624802350997925,108.0,0.0,0.0262134929653257,0.0,0.0169287460739724,0.28515625,0.0,-0.0019067057837673,0.1750844137131935,0.0603799910491034,-0.0230532009154558,53.59190368652344,0.0820712608153748,3.7872908120043576,102.1640625,0.1167790151837779,183.0,20.52750563621521,1.6665086150169373e-05,-0.0732421875,0.001,-1.0,976.216665629,13764.0,13541.0,0.2174436759669333,,0.0,0.0013028100195055,1.0,0.0681598782539367,,,0.0,69.0,0.979593444033526,2.6705241999588907,0.0,0.0873328223824501,0.0006944444612599,3.7739877700805664
187,,5.5,0.140625,0.0,-1.0,,1774990166.2085395,0.0361517939018085,28.467610836029053,4.58291033282876e-05,40.0,-1.0498545144344009e-08,0.0,1e-06,-0.0284687802195549,27831.0,0.0,13915.5,2.199170892010443,0.1494389176368713,0.1841362579666565,32.15000826900359,3.2208746400428936,,0.0,-1.0,0.9996699690818788,0.2740704360185191,-0.10888671875,,40.0,1.0010337829589844,2.0,0.0,23.9453125,4.0,5.5,0.2860734982193903,187.0,1.2600644826889038,432.83037079079656,2.0,11.373832062003205,0.4086749330603716,7.961711528943852,-1.0,0.1816325506661087,2.0,13916.0,6.0,4.0,32.15000826900359,2.9394985176622868e-05,18.392276287078857,1e-05,0.0,0.0,0.5717448706987356,40.0,249.0,0.2844263613224029,0.0,14040.0,-1.7647452354431152,90.0,0.0,0.0478986350353807,0.0,0.0188650381751358,0.87109375,0.0,0.0011388975108275,0.2349683595894021,0.0380217257393269,-0.0284687839448452,53.590213775634766,0.0790187521831929,3.801397802075371,103.21484375,0.1157297488427614,189.0,20.07342994213104,1.24489888548851e-05,0.142578125,0.001,-1.0,1008.323327272,13915.0,13791.0,0.2740704360185191,,0.0,0.0012989757429416,1.0,0.1376322507858276,,,0.0,69.0,0.8050167779438198,2.706078308052384,0.0,0.1339638978242874,0.0007621950935572,2.944707155227661
188,,5.4765625,0.09375,0.0,-1.0,,1774990198.310452,0.0364760869415476,26.75672006607056,4.626996815204621e-05,10.0,1.8706165505477652e-09,0.0,1e-06,-0.0330902338027954,27938.0,0.0,13969.0,2.199687740998342,0.077850230038166,0.2073339872458746,32.095512283965945,3.261865039006807,,0.0,-1.0,0.9985515475273132,0.2479022169718518,-0.10302734375,,9.0,1.000048041343689,2.0,0.0,23.9453125,4.0,5.4765625,0.2856488085029331,188.0,1.294001579284668,435.2321868680232,2.0,11.34672191401478,0.4061393769781222,7.980456411954947,-1.0,0.020165491849184,2.0,13969.0,6.0,4.0,32.095512283965945,3.45730222761631e-05,18.392276287078857,1e-05,0.0,0.0,0.5658498759110446,10.0,306.0,0.2118836045265197,0.0,14122.0,-1.8952792882919312,119.0,0.0,0.1385888820514083,0.0,0.0142574030905961,0.56640625,0.0,0.0069387060927965,0.1617796335194725,0.1161104078637436,-0.0330902338027954,53.58212661743164,0.0787346174027612,3.792376290075481,103.65625,0.1167537060278762,171.0,18.627592086791992,9.365030564367773e-06,0.1533203125,0.001,-1.0,1040.667283565,13969.0,13816.0,0.2479022169718518,,0.0,0.0013056083807555,1.0,0.0874150991439819,,,0.0,67.0,0.7933215260272846,2.637827506987378,0.0,0.0867742821574211,0.0,3.860848188400269
189,,5.39453125,0.09375,0.0,-1.0,,1774990230.6592095,0.0292419400066137,31.703790187835693,4.4467044062912464e-05,11.0,4.833975442153361e-09,0.0,1e-06,-0.0257190465927124,27636.0,0.0,13818.0,2.249546273960732,0.0811687335371971,0.1818096525371402,32.342932604951784,3.2413797240005806,,0.0,-1.0,1.0009901523590088,0.2317028290126472,-0.2578125,,8.0,1.003182888031006,2.0,0.0,23.9453125,3.0,5.39453125,0.291714054784557,189.0,1.1791057586669922,427.2339855132503,2.0,11.432341607986018,0.4136756986534237,8.061809618026018,-1.0,-0.017490222264314,2.0,13821.0,6.0,3.0,32.342932604951784,3.274891059845686e-05,18.392276287078857,1e-05,0.0,0.0,0.5632622440087297,11.0,222.0,0.1977848410606384,0.0,13929.0,-2.0936882495880127,77.0,0.0,0.0826318450272083,0.0,0.0153126951772719,0.55078125,0.0,-0.0003068251826334,0.1662022357922978,0.0743556374509353,-0.0257190465927124,53.63231658935547,0.0813991270068292,3.823960986104794,102.55859375,0.1172883095961999,202.0,17.578669905662537,1.0114978067576884e-05,-0.0478515625,0.001,-1.0,1087.084525748,13815.0,13707.0,0.2317028290126472,,0.0,0.0010581104359029,1.0,0.0821577906608581,,,0.0,66.0,0.7778651589760557,2.676522204070352,0.0,0.0875341147184372,0.0007102272938936,4.033908843994141
190,0.067475360121304,5.51171875,0.07421875,0.0,-1.0,2.0,1774990277.0764482,0.0227811009390279,29.928406476974487,7.878895848989487e-05,9.0,4.984654911055486e-09,0.0,1e-06,-0.0242578834295272,28506.0,0.0,14253.0,2.2234956399770454,0.0686665177345275,0.1569753749013216,44.29418735008221,3.2946454159682617,2.1009089020080864,0.0,-1.0,0.9995338320732116,0.2034220660571009,-0.055908203125,2.0,8.0,1.000111699104309,2.0,0.0,23.9453125,4.0,5.51171875,0.2812116211296889,190.0,1.1336731910705566,321.78037012735814,2.0,11.43547365500126,0.4011602348628801,8.016218471922912,-1.0,0.014938193722628,2.0,14253.0,6.0,4.0,44.29418735008221,8.112296927720308e-05,18.392276287078857,1e-05,0.0,0.0,0.681872357921919,9.0,90.0,0.1926757842302322,0.0,14298.0,-1.8408994674682615,75.0,0.0,0.0397732979618012,0.0,0.0160299324779771,0.49609375,0.0,0.0032357924819734,0.1312671596679138,0.0130101765844301,-0.0242578797042369,53.70794296264648,0.0780009696196255,3.845206285943277,105.83984375,0.1155772614876959,211.0,12.695933938026428,9.904964827001097e-06,0.11865234375,0.001,-1.0,1119.214865036,14253.0,14208.0,0.2034220660571009,2.0,0.0,0.0007991686290264,1.0,0.1037225127220153,0.067475360121304,11.388099112082273,0.0,67.0,0.9621218970278278,3.0553494630148634,0.0,0.0680494010448455,0.0,4.11560583114624
191,,5.53515625,0.09375,0.0,-1.0,,1774990309.206797,0.0367863139836117,31.14971399307251,4.505808465182781e-05,10.0,1.8508146126805517e-08,0.0,1e-06,-0.0251426249742507,28050.0,0.0,14025.0,2.2134537709644064,0.0829687789082527,0.1793528646917366,32.124897437985055,3.233449549996294,,0.0,-1.0,0.998238742351532,0.2285279548959806,-0.0103759765625,,9.0,0.999985933303833,2.0,0.0,23.9453125,4.0,5.53515625,0.2843892278436923,191.0,1.0560290813446045,436.5772692994372,2.0,11.29738584603183,0.4027588536909743,7.97711784101557,-1.0,0.0259972722269594,2.0,14025.0,6.0,4.0,32.124897437985055,2.416700590401888e-05,18.392276287078857,1e-05,0.0,0.0,0.5494098694325965,10.0,346.0,0.1911574751138687,0.0,14198.0,-2.333897352218628,104.0,0.0,0.0667073250515386,0.0,0.0169593442697078,0.73046875,0.0,0.0070681291858818,0.1526908173691481,0.1338854719870141,-0.0251426231116056,53.70977020263672,0.0789110078775189,3.81410551595036,104.03515625,0.1152744937610087,222.0,15.200018405914308,1.5183002687990664e-05,0.169921875,0.001,-1.0,1151.347325326,14025.0,13852.0,0.2285279548959806,,0.0,0.001311455043979,1.0,0.1341075301170349,,,0.0,56.0,0.7785137849859893,2.7242148850345984,0.0,0.0880185216665268,0.0,3.97380805015564
